Phase(pi),In1_Out2_Raw,In1_Out2_Norm,In1_Out3_Raw,In1_Out3_Norm
0.0,7.895073399999999,0.4597262349259483,7.75156514,0.45136981963909695
0.06741573033707865,7.7818986,0.4531361220724697,7.86661167,0.4580689224084512
0.1348314606741573,7.6200540199999995,0.4437119919045891,7.94014704,0.4623508507796284
0.20224719101123595,7.4779432,0.4354369488605512,8.03023522,0.46759664112310145
0.2696629213483146,7.34986861,0.42797922857509,8.13368206,0.47362029965782604
0.33707865168539325,7.233325499999999,0.4211929806895592,8.195726879999999,0.47723313896281055
0.4044943820224719,7.123974680000001,0.4148255363077673,8.26767427,0.4814226000408354
0.47191011235955055,7.0484266,0.41042640882476195,8.32896058,0.48499127168216616
0.5393258426966292,6.998921889999999,0.407543773947751,8.35806622,0.48668607876176967
0.6067415730337078,6.98127997,0.4065164936366567,8.38220149,0.48809146364470457
0.6741573033707865,7.01990575,0.40876565377878765,8.36930576,0.4873405516393112
0.7415730337078652,7.077885129999999,0.41214176451523,8.36936033,0.4873437292235297
0.8089887640449438,7.1730592,0.417683703728066,8.38772485,0.4884130861766674
0.8764044943820224,7.28007717,0.4239153074035326,8.31891157,0.484406122780063
0.9438202247191011,7.3487899500000005,0.42791641873464387,8.24424023,0.4800580474353709
1.0112359550561798,7.43284136,0.4328106909347626,8.131562030000001,0.4734968513552644
1.0786516853932584,7.52259757,0.4380371508286659,7.98553629,0.46499384444813724
1.146067415730337,7.6419964899999995,0.4449896911237092,7.86920555,0.4582199627630918
1.2134831460674156,7.757080310000001,0.45169096527139424,7.76778325,0.4523141921952678
1.2808988764044944,7.8721241200000005,0.4583899096564884,7.66567155,0.446368278205046
1.348314606741573,7.96631502,0.46387459936453923,7.58219676,0.44150758230348114
1.4157303370786516,8.03415878,0.4678251080891345,7.4907166,0.4361807376503049
1.4831460674157304,8.04813772,0.46863909487923266,7.395969989999999,0.43066368922269976
1.550561797752809,8.087014069999999,0.4709028455890314,7.36911807,0.42910011514850144
1.6179775280898876,8.13168208,0.473503841807627,7.35986987,0.428561597018215
1.6853932584269662,8.144915229999999,0.4742744016134054,7.37937899,0.42969760346551655
1.7528089887640448,8.14817486,0.47446420826259394,7.43342753,0.4328448233251121
1.8202247191011236,8.11344671,0.4724420051953694,7.51136122,0.43738286370325297
1.8876404494382022,8.037608500000001,0.4680259835853837,7.598163850000001,0.44243733808870583
1.9550561797752808,7.9485152999999995,0.46283813043717803,7.687047399999999,0.4476129834206861
2.0224719101123596,7.83989708,0.45651334499250334,7.8097064000000005,0.4547553565681964
2.089887640449438,7.683849619999999,0.44742677826652993,7.868164180000001,0.45815932430097633
2.157303370786517,7.5304196800000005,0.43849262844075204,7.936029759999999,0.46211110359342283
2.2247191011235956,7.38796871,0.43019777862977376,8.00039197,0.46585888337654857
2.292134831460674,7.25732571,0.4225905010952254,8.071206140000001,0.46998235761220375
2.359550561797753,7.1555146,0.41666209031263135,8.16188094,0.4752623065493045
2.426966292134831,7.06365063,0.41131289659222203,8.241440809999999,0.4798950385877802
2.49438202247191,7.01101681,0.4082480551813278,8.321813769999999,0.4845751164564235
2.561797752808989,6.99729162,0.40744884412873095,8.392012209999999,0.4886627370374905
2.629213483146067,7.0197552299999995,0.4087568890733346,8.43300131,0.49104951213903725
2.696629213483146,7.07393519,0.4119117614547919,8.4402127,0.4914694278263674
2.764044943820225,7.102047219999999,0.4135487111135532,8.39323366,0.4887338614692977
2.831460674157303,7.19440231,0.4189265025096341,8.378373419999999,0.4878685570143326
2.898876404494382,7.32274111,0.4263996076132439,8.33647755,0.4854289811423658
2.966292134831461,7.48158618,0.43564907779139944,8.34348884,0.48583724510526627
3.033707865168539,7.62198351,0.44382434515681185,8.24037761,0.4798331289755184
3.101123595505618,7.70078168,0.44841272377950525,8.10128131,0.47173361994611146
3.1685393258426964,7.806939720000001,0.45459425415467797,7.99802365,0.4657209772695959
3.235955056179775,7.914824889999999,0.460876354458957,7.89783826,0.4598872313617633
3.303370786516854,8.03149305,0.4676698839443876,7.78246431,0.45316906308709787
3.3707865168539324,8.075496229999999,0.47023216743958196,7.64579636,0.4452109556819726
3.438202247191011,8.08675031,0.47088748697416105,7.502650989999999,0.43687567130105953
3.5056179775280896,8.15445219,0.4748297340962472,7.47004697,0.434977155277377
3.5730337078651684,8.228711520000001,0.4791538183015978,7.49154697,0.43622908968636015
3.640449438202247,8.29276087,0.48288338040103995,7.5338753,0.43869384749109486
3.7078651685393256,8.336703100000001,0.4854421148077588,7.617356,0.4435548875290484
3.7752808988764044,8.37198604,0.4874966230233907,7.73597822,0.4504622009656984
3.842696629213483,8.38018696,0.487974158555173,7.8716193500000005,0.4583605171480408
3.9101123595505616,8.34669572,0.4860239801479398,8.00509133,0.46613252479441836
3.9775280898876404,8.14992836,0.4745663137038104,7.968541470000001,0.46400424445127797
4.044943820224719,7.97704161,0.4644992034162627,8.00354701,0.4660425998015587
4.112359550561798,7.7940358100000005,0.45384286583191413,8.058968890000001,0.4692697885728396
4.179775280898876,7.664662010000001,0.44630949318815094,8.143038939999999,0.47416514617097605
4.247191011235955,7.50951858,0.4372755676837474,8.226865250000001,0.4790463109089804
